dataset,rc,synonyms,antonyms,even_odd,rpr,person_total,d2,longstring,irv,response_time
Kay_S2,-0.22090,-0.23068,-0.62055,-0.56936,-0.50003,-0.41247,0.44864,-1.01174,0.86076,NA
Kay_S2,1.15589,-0.17865,-0.26560,-0.55957,-0.45958,-0.33228,0.34789,-0.33725,0.74519,NA
Kay_S2,0.21198,-0.31979,-0.42289,-0.41703,-0.45580,0.37342,0.02411,-1.34898,-0.02488,NA
Kay_S2,-0.94965,-0.38675,-0.27393,-0.08738,-0.22474,-0.68044,0.62679,-0.67449,1.18102,NA
Kay_S2,0.14953,-0.30767,-0.36082,-0.27412,-0.48267,0.48644,0.50392,-0.33725,0.38225,NA
Kay_S2,-1.22787,-0.42461,-0.35071,-0.35728,-0.44574,-0.16714,0.33002,0.00000,0.45358,NA
Kay_S2,1.00735,-0.21225,-0.22377,-0.51776,-0.45549,1.49105,0.23738,0.00000,-0.51552,NA
Kay_S2,2.99366,-0.80347,-0.86927,-0.72832,-0.78747,2.56549,-1.35321,27.65412,-3.35236,NA
Kay_S2,0.06535,-0.24437,-0.38963,-0.38755,-0.43423,-0.27552,-0.55693,-0.67449,-0.22814,NA
Kay_S2,1.73841,-0.31467,-0.63636,-0.38490,-0.50571,2.81374,1.31656,0.00000,-0.11944,NA
Kay_S2,-0.09911,-0.33257,-0.48194,-0.24113,-0.34054,-0.67270,-0.65908,0.33725,-0.07563,NA
Kay_S2,-0.01730,-0.28826,-0.45936,-0.25094,-0.34202,-0.69971,-0.18460,-0.67449,0.31277,NA
Kay_S2,-0.35391,-0.59187,-0.61768,-0.60086,-0.67559,-0.96877,1.26458,2.69796,1.72718,NA
Kay_S2,-1.68287,-0.65921,-0.78381,-0.77567,-0.55912,-0.48320,1.34727,-0.67449,1.36831,NA
Kay_S2,-0.60589,-0.46487,-0.63027,-0.58856,-0.60994,-0.25653,0.18838,-1.01174,0.34649,NA
Kay_S2,1.10322,-0.13766,-0.21642,-0.34591,-0.35501,-0.10960,-0.40548,-0.33725,-0.52149,NA
Kay_S2,0.92788,-0.29021,-0.33527,-0.42644,-0.43871,0.65681,1.11798,0.00000,0.70451,NA
Kay_S2,-0.16082,-0.24252,-0.48216,-0.30209,-0.52008,-0.19077,-0.69939,-0.67449,-0.68305,NA
Kay_S2,-0.32837,-0.40366,-0.50362,-0.67697,-0.52647,-0.01720,2.00551,-1.01174,1.79298,NA
Kay_S2,-0.10081,-0.53201,-0.78759,-0.53612,-0.48650,1.99275,3.84991,-0.67449,1.89629,NA
Kay_S2,0.77370,-0.32117,-0.40098,-0.44639,-0.45297,0.25629,0.20942,0.67449,-0.00210,NA
Kay_S2,-0.19075,-0.37233,-0.33406,-0.60517,-0.54390,0.35548,1.07559,-0.33725,0.79596,NA
Kay_S2,0.29059,-0.23713,-0.42322,-0.36553,-0.43485,-0.24429,-0.46054,-0.67449,-0.51870,NA
Kay_S2,-1.28147,-0.44053,-0.67198,-0.37912,-0.46424,-1.19186,0.15013,-0.67449,0.67482,NA
Kay_S2,-0.18510,-0.35113,-0.65612,-0.51864,-0.58368,-0.86351,0.00677,-0.33725,0.33492,NA
Kay_S2,1.58553,-0.19657,-0.38681,-0.38561,-0.55765,0.61583,0.01928,1.34898,-0.28959,NA
Kay_S2,0.68827,-0.29703,-0.56841,-0.17404,-0.37323,0.50087,1.01918,-1.34898,0.62135,NA
Kay_S2,-1.73838,-0.59499,-0.69491,-0.75296,-0.51953,-0.02756,2.52600,0.33725,2.25450,NA
Kay_S2,0.42906,-0.48757,-0.64979,-0.26995,-0.30324,3.42879,2.58893,-0.33725,0.82360,NA
Kay_S2,-1.01826,-0.53983,-0.67516,-0.45864,-0.48691,-0.06200,1.78858,0.67449,1.55850,NA
Kay_S2,0.22368,-0.52270,-0.58328,-0.45831,-0.48311,0.41739,-0.32409,0.00000,-0.37860,NA
Kay_S2,0.22318,-0.19859,-0.26183,-0.12451,-0.28576,-1.02641,-1.72180,1.01174,-1.71288,NA
Kay_S2,0.77919,-0.18693,-0.33371,-0.06830,-0.25398,-0.22251,-0.30356,0.00000,-0.17469,NA
Kay_S2,-1.77566,-0.51942,-0.73325,-0.33567,-0.52836,-0.31093,0.89055,2.02347,1.13207,NA
Kay_S2,-1.18974,-0.39899,-0.67094,-0.32687,-0.43589,-0.77308,-0.20316,-0.33725,0.32593,NA
Kay_S2,-0.07552,-0.43761,-0.62558,-0.75634,-0.47849,0.87336,-0.33515,0.00000,-0.64912,NA
Kay_S2,2.85313,-0.60708,-0.66164,-0.73862,-0.59822,3.17679,-0.88926,16.18778,-2.48120,NA
Kay_S2,2.95148,-0.41064,-0.43091,-0.46342,-0.61764,4.56776,1.28042,-0.67449,-1.01163,NA
Kay_S2,0.61096,-0.13305,-0.19997,-0.24550,-0.38791,-0.84988,-1.08193,0.00000,-0.73620,NA
Kay_S2,-1.24904,-0.49688,-0.73128,-0.31073,-0.48389,0.73399,1.22176,-0.33725,0.80264,NA
Kay_S2,-1.15220,-0.39225,-0.50458,-0.43500,-0.32618,-0.81941,-1.09836,4.72144,-0.75493,NA
Kay_S2,0.04374,-0.25143,-0.34183,-0.51853,-0.30551,0.19337,1.05625,-0.67449,0.74527,NA
Kay_S2,-0.03662,-0.24401,-0.17384,-0.39720,-0.39389,0.03971,-0.95594,-0.67449,-0.99135,NA
Kay_S2,1.52570,-0.17097,-0.45366,-0.39083,-0.52670,0.92005,0.33448,0.67449,0.04000,NA
Kay_S2,0.66520,-0.27322,-0.43681,-0.64564,-0.67368,0.09229,-1.04568,0.33725,-1.33668,NA
Kay_S2,0.70215,-0.19412,-0.31133,-0.51184,-0.53080,-0.61614,-0.73453,-0.33725,-0.34890,NA
Kay_S2,0.30632,-0.29197,-0.29016,-0.33356,-0.45168,0.02513,-1.23315,1.34898,-1.39798,NA
Kay_S2,0.57607,-0.22459,-0.29924,-0.53124,-0.40989,0.84482,0.38163,-0.67449,0.12723,NA
Kay_S2,-1.43815,-0.27825,-0.59750,-0.70672,-0.53873,-0.55218,-0.54479,0.00000,-0.17425,NA
Kay_S2,1.38923,-0.22120,-0.45784,-0.52656,-0.58819,0.66922,-0.12175,0.00000,-0.36843,NA
Kay_S2,-0.56842,-0.35304,-0.37860,-0.52891,-0.47059,-0.02598,0.72968,1.34898,0.75999,NA
Kay_S2,0.52768,-0.40930,-0.33589,-0.34869,-0.54642,-0.79975,-0.95080,0.00000,-0.59271,NA
Kay_S2,-0.05739,-0.32306,-0.60889,-0.60181,-0.56309,0.91262,-0.11227,0.33725,-0.79949,NA
Kay_S2,0.39019,-0.36478,-0.40805,-0.67846,-0.60499,0.79926,0.80808,-1.01174,0.38326,NA
Kay_S2,-0.33053,-0.31971,-0.24779,-0.38976,-0.43389,-0.93482,-1.38869,-0.33725,-1.15957,NA
Kay_S2,-0.87391,-0.36626,-0.42702,-0.71686,-0.43193,-0.52531,-1.00380,0.00000,-0.70560,NA
Kay_S2,-0.53675,-0.31339,-0.47173,-0.60928,-0.47528,-0.70411,-0.53226,0.33725,-0.00795,NA
Kay_S2,-0.68711,-0.58998,-0.65377,-0.80211,-0.67420,2.77022,3.38169,-0.67449,1.40458,NA
Kay_S2,1.85543,-0.40966,-0.54567,-0.77291,-0.58508,1.68429,-1.18367,3.70970,-2.44300,NA
Kay_S2,1.27302,-0.19099,-0.30211,0.43544,0.34477,0.35467,0.71703,0.00000,0.54573,NA
Kay_S2,-0.49912,-0.22637,-0.47883,-0.29919,-0.36338,-0.93379,-0.75981,1.34898,-0.33558,NA
Kay_S2,-0.98694,-0.31413,-0.33543,-0.50395,-0.52377,-0.57964,-0.88653,0.33725,-0.41565,NA
Kay_S2,1.09162,-0.12020,-0.11178,-0.26255,-0.25495,0.82181,-0.02818,-1.01174,-0.24183,NA
Kay_S2,-0.78329,-0.33217,-0.53989,-0.25541,-0.61216,-1.45997,-0.80772,-0.67449,-0.03661,NA
Kay_S2,-0.59295,-0.41029,-0.37239,-0.60292,-0.61625,0.41627,0.48174,-1.01174,0.41423,NA
Kay_S2,0.28697,-0.33818,-0.44358,-0.43976,-0.56850,-0.72064,0.85136,-0.33725,1.32274,NA
Kay_S2,0.54794,-0.45249,-0.65311,-0.45940,-0.52006,2.21294,1.22526,-0.33725,0.26169,NA
Kay_S2,-1.59817,-0.61180,-0.63610,-0.53954,-0.62039,-0.30150,2.59795,1.01174,2.35915,NA
Kay_S2,-0.87139,-0.38782,-0.63033,-0.59164,-0.59467,-0.83392,-1.13733,0.33725,-0.91796,NA
Kay_S2,1.87548,-0.27435,-0.45425,-0.40567,-0.36261,1.47138,-0.09536,0.00000,-0.66811,NA
Kay_S2,-0.72909,-0.45483,-0.56588,-0.42557,-0.58159,-1.23639,0.12935,-0.33725,0.92074,NA
Kay_S2,0.49691,-0.16243,-0.36152,-0.65611,-0.63190,0.67054,-0.52963,-0.67449,-0.84913,NA
Kay_S2,0.24951,-0.04537,-0.27166,0.07445,-0.05303,0.27482,0.34978,-0.33725,0.12254,NA
Kay_S2,-1.87378,-0.71304,-0.64895,-0.54657,-0.53678,-0.37094,2.79138,-0.67449,2.29778,NA
Kay_S2,0.92555,-0.47788,-0.58159,-0.22664,-0.38019,1.86958,0.97681,-1.01174,-0.09701,NA
Kay_S2,1.09432,-0.16000,-0.25126,-0.44011,-0.46326,-0.31915,-0.07405,4.38419,0.04583,NA
Kay_S2,-1.40334,-0.48249,-0.62875,-0.73254,-0.58962,-1.28099,-0.16800,-1.01174,0.71322,NA
Kay_S2,-1.06167,-0.47419,-0.39887,-0.50137,-0.57619,-0.61458,-1.18906,1.68623,-1.66691,NA
Kay_S2,-0.38423,-0.48585,-0.69110,-0.76035,-0.56611,0.80173,0.64967,0.33725,0.03294,NA
Kay_S2,-0.16506,-0.55654,-0.79100,-0.65076,-0.63588,1.96555,4.38488,0.33725,2.32290,NA
Kay_S2,0.75290,-0.34708,-0.50905,-0.47352,-0.49534,-0.56762,1.33979,0.00000,1.60330,NA
Kay_S2,-0.67449,-0.56441,-0.73171,-0.41966,-0.47326,1.21215,0.40747,0.33725,0.07757,NA
Kay_S2,0.39403,-0.28879,-0.22043,-0.61269,-0.52805,-0.84975,0.12227,0.00000,0.52199,NA
Kay_S2,-0.62541,-0.42474,-0.20151,-0.70937,-0.56129,-0.25472,1.55807,0.67449,1.59653,NA
Kay_S2,-0.83449,-0.59998,-0.79371,-0.68530,-0.51310,0.47588,-0.07953,-0.33725,-0.22959,NA
Kay_S2,1.16643,-0.34333,-0.34996,-0.45856,-0.39515,0.84848,-0.72731,1.01174,-1.26221,NA
Kay_S2,0.05723,-0.30359,-0.46391,-0.37674,-0.47172,0.02610,1.49273,0.00000,1.42955,NA
Kay_S2,-0.13294,-0.30850,-0.33213,-0.36157,-0.52250,1.08337,0.17144,0.00000,-0.15680,NA
Kay_S2,-0.18293,-0.43864,-0.58839,-0.40944,-0.53952,0.25293,0.30963,-0.33725,0.29045,NA
Kay_S2,-0.24868,-0.27991,-0.64053,-0.61156,-0.58724,0.52457,0.45384,0.00000,-0.01049,NA
Kay_S2,0.12422,-0.31302,-0.56742,-0.62190,-0.40522,-0.65582,-0.91874,0.67449,-0.53137,NA
Kay_S2,-0.66152,-0.37605,-0.70371,-0.65357,-0.66269,1.14370,0.32666,1.68623,-0.15876,NA
Kay_S2,-0.44197,-0.38806,-0.39141,-0.64046,-0.61638,-0.10670,-0.73504,-0.67449,-0.75493,NA
Kay_S2,3.20040,-0.42327,-0.39845,-0.72804,-0.52702,4.17680,-0.10876,-0.33725,-1.83602,NA
Kay_S2,3.35666,-0.40111,-0.49634,-0.80648,-0.67229,4.39352,-0.09196,0.33725,-2.00435,NA
Kay_S2,-0.19478,-0.35807,-0.60053,-0.40490,-0.46774,-0.40129,-0.27125,-0.33725,0.06437,NA
Kay_S2,1.55088,-0.33223,-0.52722,-0.24744,-0.36716,0.56785,-0.95437,0.00000,-1.20670,NA
Kay_S2,-0.20164,-0.56970,-0.79467,-0.66218,-0.61568,-1.00168,1.91304,2.36072,2.09078,NA
Kay_S2,-0.69733,-0.24804,-0.32471,-0.44919,-0.36727,-0.93928,-1.16311,-0.33725,-0.68135,NA
Kay_S2,1.42888,-0.15805,-0.36816,-0.49821,-0.49202,0.86245,-0.68805,-0.67449,-1.04182,NA
Kay_S2,-1.98814,-0.65348,-0.70751,-0.57905,-0.43329,-0.74263,1.14244,1.68623,1.42520,NA
Kay_S2,-1.32260,-0.37192,-0.63211,-0.34345,-0.17720,-0.86805,-0.75237,2.02347,-0.20999,NA
Kay_S2,-0.41675,-0.41691,-0.55485,-0.56559,-0.52690,0.56550,0.45921,0.00000,0.16502,NA
Kay_S2,1.36907,-0.21883,-0.38976,-0.61438,-0.37798,-0.05679,-0.34292,0.00000,-0.16322,NA
Kay_S2,-0.29111,-0.31652,-0.25682,-0.34707,-0.53071,-0.90350,-0.30122,0.00000,0.31283,NA
Kay_S2,-0.36391,-0.23054,-0.35822,-0.44277,-0.43070,-0.14565,-0.52787,-0.33725,-0.30418,NA
Kay_S2,-0.78741,-0.26890,-0.35178,-0.07019,-0.16222,-0.69924,-0.68922,0.00000,-0.18356,NA
Kay_S2,-0.17964,-0.36518,-0.60737,-0.42251,-0.61529,1.50100,-0.15863,-0.33725,-0.85929,NA
Kay_S2,0.84711,-0.09324,-0.14597,-0.47176,-0.49917,-0.44468,-1.47177,0.33725,-1.64551,NA
Kay_S2,-0.30758,-0.43479,-0.60218,-0.27145,-0.26682,-0.10826,0.68005,-0.33725,0.71291,NA
Kay_S2,-0.18755,-0.34939,-0.66579,-0.62190,-0.66284,1.48588,1.80743,-1.01174,0.88210,NA
Kay_S2,-0.61650,-0.53880,-0.75186,-0.72240,-0.61830,-1.22147,0.59513,0.33725,1.40807,NA
Kay_S2,-0.42665,-0.25501,-0.59354,-0.76016,-0.55940,-0.12490,-0.45441,-0.33725,-0.45341,NA
Kay_S2,1.27091,-0.64823,-0.83284,-0.68129,-0.59108,1.48282,-1.32026,13.82706,-2.57689,NA
Kay_S2,-0.31888,-0.28680,-0.55860,-0.39380,-0.58970,0.37674,-0.78559,-1.01174,-1.11531,NA
Kay_S2,-0.60884,-0.61821,-0.73449,-0.41994,-0.59844,-1.08183,0.96972,0.00000,1.62141,NA
Kay_S2,-0.89064,-0.56699,-0.72737,-0.41394,-0.45269,-1.13508,0.65558,0.33725,1.35061,NA
Kay_S2,-1.09497,-0.53369,-0.65039,-0.49401,-0.61682,-0.28836,0.16271,-0.67449,0.41210,NA
Kay_S2,-0.79065,-0.41491,-0.40404,-0.54436,-0.46102,-0.16475,-0.86112,-0.67449,-0.72949,NA
Kay_S2,-0.76345,-0.58624,-0.80802,-0.58539,-0.48617,0.54254,-0.10267,0.00000,-0.21594,NA
Kay_S2,0.48712,-0.30512,-0.69971,-0.72280,-0.55874,0.69590,0.49155,-0.33725,0.28596,NA
Kay_S2,1.06833,-0.17215,-0.47935,-0.49775,-0.54339,0.32776,1.08736,-0.67449,0.88291,NA
Kay_S2,-0.22163,-0.24302,-0.09264,-0.36204,-0.49940,-0.29632,-0.46823,-0.67449,-0.27068,NA
Kay_S2,-0.31915,-0.46620,-0.43014,-0.63380,-0.42516,1.39666,1.45442,-0.67449,0.90586,NA
Kay_S2,-0.08913,-0.12123,-0.21371,-0.42398,-0.31174,-0.81079,-0.86775,1.34898,-0.37471,NA
Kay_S2,0.89332,-0.44689,-0.72221,-0.71762,-0.63840,2.60235,-0.15400,0.67449,-1.25867,NA
Kay_S2,2.46539,-0.11784,-0.04707,-0.26796,-0.30632,1.82555,1.38436,-1.01174,0.58465,NA
Kay_S2,0.02612,-0.32391,-0.43847,-0.47618,-0.36571,0.16871,-0.35737,0.67449,-0.62170,NA
Kay_S2,-0.13647,-0.38668,-0.37184,-0.65714,-0.51348,-0.70150,1.79588,-1.01174,1.99380,NA
Kay_S2,0.20697,-0.11846,-0.29666,-0.38535,-0.40666,-0.48052,-0.61322,0.33725,-0.47613,NA
Kay_S2,0.12819,-0.30248,-0.51527,-0.43534,-0.27260,0.56014,0.92048,0.00000,0.86046,NA
Kay_S2,-1.07445,-0.45170,-0.15635,-0.35678,-0.30677,-0.00288,1.10658,-0.67449,1.15074,NA
Kay_S2,1.20931,-0.20394,-0.23638,-0.50846,-0.44007,-0.03852,-0.49972,-0.67449,-0.34549,NA
Kay_S2,0.84224,-0.36804,-0.37531,-0.37355,-0.41671,1.11866,0.75374,-0.67449,0.39697,NA
Kay_S2,-0.07704,-0.33052,-0.21020,-0.63659,-0.51264,-0.54177,-0.34554,2.02347,0.02292,NA
Kay_S2,1.85974,-0.35207,-0.40349,-0.49793,-0.51854,2.05672,-0.75800,16.52502,-1.94027,NA
Kay_S2,-0.35048,-0.34909,-0.63973,-0.58083,-0.61079,-0.39721,-0.35083,-0.33725,-0.01280,NA
Kay_S2,-0.03950,-0.21985,-0.49812,-0.45013,-0.38647,-0.56391,-0.14076,-0.33725,0.18897,NA
Kay_S2,-0.08305,-0.57743,-0.72608,-0.69649,-0.59788,3.42444,5.31285,0.00000,2.64799,NA
Kay_S2,0.71332,-0.20706,-0.52351,-0.69729,-0.39825,0.29146,-0.26679,0.00000,-0.32178,NA
Kay_S2,-0.20886,-0.42467,-0.47050,-0.62819,-0.47573,0.39248,-0.12628,2.02347,-0.23246,NA
Kay_S2,-0.64070,-0.41054,-0.47502,-0.50767,-0.50946,-1.08154,-0.41720,-0.33725,0.16653,NA
Kay_S2,0.26619,-0.33325,-0.45287,-0.47708,-0.46459,0.20990,-0.40578,0.33725,-0.63107,NA
Kay_S2,0.76946,-0.16869,-0.24410,-0.26935,-0.36029,-0.36666,-1.34168,-0.33725,-1.45578,NA
Kay_S2,2.05625,-0.35122,-0.54771,-0.59062,-0.62812,1.05271,-1.28975,16.52502,-2.21024,NA
Kay_S2,2.04546,-0.12362,-0.39710,0.03798,-0.11305,2.27623,0.83835,-0.33725,-0.03687,NA
Kay_S2,-0.48868,-0.35668,-0.48234,-0.46546,-0.36141,-0.30223,0.48395,1.34898,0.76611,NA
Kay_S2,-0.30493,-0.23061,-0.30156,-0.17237,-0.14064,-0.58299,-0.85584,0.33725,-0.55885,NA
Kay_S2,0.61869,-0.26968,-0.42283,-0.43410,-0.38077,0.86124,1.37968,0.33725,1.04428,NA
Kay_S2,0.19752,-0.42956,-0.20822,-0.61405,-0.54338,-0.08786,0.30691,0.00000,0.53887,NA
Kay_S2,0.34976,-0.19755,-0.17727,-0.24574,-0.40442,-0.52755,-0.84697,3.03521,-0.74623,NA
Kay_S2,2.93252,-0.40493,-0.44901,-0.63175,-0.50094,3.77530,-0.05512,2.69796,-1.65319,NA
Kay_S2,-0.86751,-0.42039,-0.68072,-0.47638,-0.38651,-0.90257,-0.44424,0.33725,0.09921,NA
Kay_S2,-0.65027,-0.33511,-0.52235,-0.40245,-0.42157,-0.23347,-0.55065,-0.33725,-0.35707,NA
Kay_S2,0.32618,-0.42945,-0.50071,-0.50447,-0.40010,1.28594,2.52602,-0.67449,1.52765,NA
Kay_S2,0.06572,-0.45724,-0.47500,-0.53952,-0.58722,1.27842,-0.67305,0.00000,-1.38579,NA
Kay_S2,-0.69707,-0.25522,-0.48997,-0.30831,-0.48049,-1.20748,-0.18105,0.00000,0.11458,NA
Kay_S2,0.42826,-0.27645,-0.45185,-0.27713,-0.41405,0.22139,-1.31712,-0.67449,-1.67723,NA
Kay_S2,-0.36340,-0.27074,-0.52993,-0.54432,-0.65675,-0.51296,-0.44570,-0.33725,-0.11419,NA
Kay_S2,-1.50309,-0.41315,-0.54168,-0.65775,-0.56280,-0.42530,-1.26389,0.00000,-1.24230,NA
Kay_S2,-2.21266,-0.70423,-0.80327,-0.27533,-0.58997,-0.10791,1.81724,-0.67449,1.76503,NA
Kay_S2,-0.78841,-0.28666,-0.52705,-0.25290,-0.44098,-0.40290,-0.60130,-0.33725,-0.22088,NA
Kay_S2,-0.25551,-0.28290,-0.47986,-0.32976,-0.38890,-0.88963,0.17623,-0.33725,0.85926,NA
Kay_S2,-0.35953,-0.20928,-0.25051,-0.24539,-0.26069,-0.85121,-0.76188,0.67449,-0.29500,NA
Kay_S2,-1.18844,-0.57695,-0.45877,-0.46514,-0.65103,-0.95046,0.48321,0.00000,0.83791,NA
Kay_S2,-1.86230,-0.58776,-0.65772,-0.63294,-0.68091,-0.99001,0.01075,1.68623,0.65423,NA
Kay_S2,-0.62796,-0.47504,-0.38459,-0.13601,-0.30347,-1.31370,-0.73183,-0.33725,-0.03215,NA
Kay_S2,1.01515,-0.12467,-0.28578,-0.37594,-0.42716,0.30599,1.86948,-0.67449,1.36910,NA
Kay_S2,0.19119,-0.16274,-0.41382,-0.38285,-0.25018,-0.12613,0.19959,0.00000,0.52684,NA
Kay_S2,-0.66420,-0.46963,-0.36291,-0.36056,-0.46437,-0.89336,-0.22169,-1.01174,0.41354,NA
Kay_S2,-2.23704,-0.59150,-0.75810,-0.72858,-0.50461,-0.13926,0.44567,-0.33725,0.51714,NA
Kay_S2,0.57489,-0.36687,-0.53855,-0.69879,-0.58839,2.34436,1.01331,-0.33725,-0.10801,NA
Kay_S2,-0.50024,-0.42482,-0.59185,-0.26026,-0.33396,0.74929,-0.03940,3.37245,-0.21826,NA
Kay_S2,-0.57842,-0.37530,-0.36552,-0.55862,-0.44357,-0.07080,0.17919,-0.67449,0.39569,NA
Kay_S2,0.13558,-0.20493,-0.30221,-0.26952,-0.28408,0.56535,0.62096,0.00000,0.35109,NA
Kay_S2,0.59291,-0.30860,-0.40880,-0.42281,-0.37444,0.74720,-0.41817,0.33725,-0.83125,NA
Kay_S2,0.87733,-0.18217,-0.33489,-0.16951,-0.21288,0.71387,1.23348,-1.01174,0.99523,NA
Kay_S2,-0.09452,-0.42790,-0.60252,-0.55186,-0.60744,1.71292,1.56357,-1.01174,0.45226,NA
Kay_S2,0.43737,-0.21738,-0.07326,-0.68309,-0.55776,-0.97862,-1.76984,1.01174,-1.95670,NA
Kay_S2,0.67285,-0.34087,-0.38245,-0.70033,-0.59252,0.37924,0.40843,2.69796,0.26253,NA
Kay_S2,1.40115,-0.12858,-0.13521,-0.20855,-0.39943,0.27660,0.56642,-0.33725,0.17978,NA
Kay_S2,-2.17035,-0.51972,-0.72102,-0.33012,-0.37191,-1.23490,-0.80699,-0.33725,-0.00709,NA
Kay_S2,2.47153,-0.28375,-0.15261,-0.36056,-0.53227,2.28250,0.40472,2.36072,-0.87705,NA
Kay_S2,1.56436,-0.32357,-0.58014,-0.64670,-0.50234,0.89651,-0.81865,2.69796,-1.30550,NA
Kay_S2,-0.69714,-0.27441,-0.42009,-0.11362,-0.00556,-0.75091,-0.93732,-0.33725,-0.50350,NA
Kay_S2,-1.19547,-0.23145,-0.22507,-0.31273,-0.49306,-1.40437,-1.45288,0.33725,-0.98278,NA
Kay_S2,1.48914,-0.10120,-0.24605,-0.28850,-0.27004,0.34698,-0.34594,0.67449,-0.47645,NA
Kay_S2,0.56998,-0.25694,0.12913,-0.53517,-0.41712,0.45481,0.56371,0.00000,0.69587,NA
Kay_S2,0.14753,-0.24453,-0.42768,-0.60291,-0.46671,-0.65521,0.02550,-0.33725,0.52945,NA
Kay_S2,0.07383,-0.33634,-0.35555,-0.15575,-0.23848,0.74416,-0.03258,5.39593,-0.14638,NA
Kay_S2,-0.78993,-0.56874,-0.74681,-0.57303,-0.63386,0.38615,1.96722,0.33725,1.50058,NA
Kay_S2,0.57231,-0.64990,-0.56460,-0.56872,-0.58915,4.33360,2.33428,0.67449,-0.04459,NA
Kay_S2,-0.58166,-0.33147,-0.13427,-0.54371,-0.62054,1.67591,3.97930,20.23472,1.25974,NA
Kay_S2,-1.32389,-0.45330,-0.46070,-0.17467,-0.35170,-0.89670,-0.45369,-0.33725,0.14282,NA
Kay_S2,-0.25229,-0.25530,-0.40852,-0.40774,-0.33053,-0.29366,-0.51212,2.69796,-0.32178,NA
Kay_S2,-0.45008,-0.47150,-0.65907,-0.22249,-0.20118,-0.91055,1.24150,0.00000,1.68961,NA
Kay_S2,-1.46933,-0.56234,-0.71065,-0.77440,-0.62996,-0.66584,1.74714,0.67449,1.78884,NA
Kay_S2,1.02888,-0.32864,-0.49206,-0.30788,-0.31104,1.47625,1.47511,-0.33725,0.23991,NA
Kay_S2,0.56299,-0.15251,-0.40077,-0.55190,-0.36868,0.27187,-0.03281,0.00000,0.01940,NA
Kay_S2,0.24960,-0.33836,-0.50527,-0.21050,-0.39390,0.11590,0.05476,0.00000,-0.10874,NA
Kay_S2,-0.84531,-0.42277,-0.42328,-0.46535,-0.39393,-1.05499,-0.31114,-0.67449,0.56713,NA
Kay_S2,3.38487,-0.48878,-0.49124,-0.74949,-0.73450,3.13417,-0.96895,6.40766,-2.68136,NA
Kay_S2,0.59687,-0.41101,-0.50416,-0.70204,-0.56318,0.98943,1.01277,0.00000,0.64176,NA
Kay_S2,-0.70098,-0.41329,-0.56179,-0.47439,-0.38648,-0.55794,2.17244,2.36072,1.67205,NA
Kay_S2,0.45653,-0.18836,-0.04992,-0.40710,-0.18436,-0.06108,0.25885,-0.67449,0.42438,NA
Kay_S2,-0.20122,-0.32820,-0.65455,-0.56415,-0.56226,-0.30317,-0.19906,0.00000,-0.01384,NA
Kay_S2,-0.03977,-0.57530,-0.58911,-0.59111,-0.59286,1.38728,0.96124,-0.67449,0.28301,NA
Kay_S2,1.07745,-0.47277,-0.37491,-0.29040,-0.37301,1.84656,0.46607,-1.01174,-0.29870,NA
Kay_S2,1.05070,-0.24119,-0.23117,-0.32348,-0.42315,0.04309,-0.49357,-0.33725,-0.42413,NA
Kay_S2,-0.12184,-0.24388,-0.43606,-0.55105,-0.32436,-0.62797,-1.29008,0.00000,-1.13929,NA
Kay_S2,1.55315,-0.21640,-0.45578,-0.41777,-0.45550,0.89064,-0.11463,-0.67449,-0.47588,NA
Kay_S2,-0.79601,-0.47653,-0.46929,-0.61743,-0.56938,-0.99274,1.40191,1.68623,1.46428,NA
Kay_S2,0.45257,-0.62860,-0.69811,-0.56035,-0.61733,0.73250,-1.45375,17.19951,-2.26238,NA
Kay_S2,-0.39648,-0.32423,-0.25598,-0.18069,-0.30541,-0.12251,-0.33981,0.33725,-0.02164,NA
Kay_S2,1.25942,-0.33676,-0.54129,-0.36768,-0.34701,1.70533,1.44431,0.00000,0.54287,NA
Kay_S2,-0.30481,-0.35962,-0.46001,-0.52099,-0.57418,-0.27262,0.07252,-1.01174,0.24351,NA
Kay_S2,0.20281,-0.14226,-0.54776,-0.44724,-0.62902,0.62260,-0.69788,0.00000,-1.38336,NA
Kay_S2,0.08335,-0.24888,-0.52661,-0.41267,-0.39652,-0.58115,-1.06963,-0.33725,-0.70600,NA
Kay_S2,0.51418,-0.26857,-0.54960,-0.61230,-0.52410,0.50447,0.76838,-0.67449,0.38650,NA
Kay_S2,0.89729,-0.15376,-0.19065,-0.22971,-0.39857,-0.23412,-0.86119,0.67449,-0.89246,NA
Kay_S2,2.97771,-0.79335,-0.75781,-0.79812,-0.77530,4.00461,-1.35617,34.39903,-4.08127,NA
Kay_S2,0.94182,-0.50645,-0.64910,-0.86922,-0.55648,2.89432,-0.29140,0.33725,-1.46512,NA
Kay_S2,-0.87433,-0.36774,-0.60351,-0.67673,-0.57678,-0.65341,-0.91198,0.00000,-0.55555,NA
Kay_S2,-0.57598,-0.49095,-0.42178,-0.59372,-0.44963,-0.76676,1.10722,0.67449,1.00685,NA
Kay_S2,-0.72978,-0.34288,-0.44559,-0.46947,-0.47475,-0.47390,-0.62938,0.33725,-0.27321,NA
Kay_S2,-0.88913,-0.28074,-0.47108,-0.36310,-0.51981,0.69716,-0.74281,0.00000,-0.95442,NA
